,user_id,lgb
991,1223,"[975588, 866292, 1005609, 6979579, 1069103]"
992,1224,"[827683, 980644, 1013999, 1051884, 891542]"
993,1225,"[854373, 863762, 1095710, 1019637, 1018083]"
994,1226,"[6463445, 1095906, 1108412, 1048315, 9575321]"
995,1227,"[1058997, 1053690, 5568378, 1133018, 840361]"
996,1228,"[983795, 8019186, 1043895, 1137680, 900418]"
997,1229,"[1037332, 7467026, 7467081, 957422, 1068750]"
998,1231,"[1110142, 961991, 1088448, 1105506, 851508]"
999,1234,"[1042702, 8090556, 888054, 1044971, 5574358]"
1001,1236,"[999971, 986869, 969419, 925178, 903230]"
1002,1238,"[994223, 1074040, 7169088, 6423911, 926033]"
1003,1239,"[948832, 1127624, 1061688, 947201, 891118]"
1004,1240,"[856345, 1044259, 865718, 10457044, 1049906]"
1007,1244,"[1118235, 6979518, 13008321, 1007210, 9655242]"
1008,1245,"[1039028, 987838, 936117, 969866, 1058185]"
1009,1246,"[877662, 923767, 1034134, 862822, 878715]"
1010,1247,"[921504, 1117690, 1034955, 984411, 1138631]"
1011,1248,"[941183, 888054, 914753, 948665, 13158064]"
1012,1250,"[1028960, 844179, 1044078, 916122, 999858]"
1013,1251,"[901067, 881154, 1126899, 982790, 1031083]"
1014,1252,"[1119946, 852303, 828370, 12263364, 9526572]"
1016,1255,"[947798, 1056509, 834103, 1061220, 1062782]"
1017,1256,"[7115628, 9837092, 913459, 1122115, 943393]"
1018,1258,"[1035715, 1079541, 821787, 13505943, 9527174]"
1019,1259,"[6533608, 916993, 1083493, 1037332, 1066783]"
1020,1260,"[949257, 867469, 913406, 9487534, 979452]"
1021,1261,"[840227, 1113651, 937555, 1056212, 1068291]"
1022,1263,"[1011298, 871722, 976214, 13381540, 7167837]"
1023,1264,"[1039126, 6979579, 896611, 1083787, 916990]"
1024,1265,"[1042544, 1046968, 1054402, 1121624, 1028885]"
1025,1266,"[8203851, 13003094, 13002864, 849843, 1139702]"
1026,1267,"[13842214, 13842090, 1036699, 1008750, 922092]"
1027,1268,"[13008334, 1110244, 955431, 915459, 904435]"
1028,1269,"[1057260, 997309, 1069039, 1031316, 1042702]"
1029,1270,"[835243, 1059080, 5586918, 975229, 923751]"
1030,1271,"[1057377, 1120362, 978343, 864279, 935126]"
1031,1272,"[974766, 868764, 9338009, 905436, 986939]"
1032,1273,"[866211, 844179, 854852, 1004906, 1044078]"
1033,1274,"[879504, 963835, 859237, 882496, 904813]"
1035,1277,"[1006483, 1033814, 1090884, 828557, 1114198]"
1037,1279,"[969866, 1077267, 1031740, 1038745, 907957]"
1039,1281,"[1110764, 1029624, 957013, 854405, 901976]"
1040,1282,"[850652, 922092, 1086483, 852181, 905868]"
1041,1284,"[8205218, 15926886, 933527, 1038745, 1129322]"
1042,1285,"[13380863, 1128240, 925364, 13008321, 1072405]"
1043,1287,"[981591, 865196, 1130375, 943169, 904777]"
1044,1288,"[6039859, 1049735, 902856, 1056212, 1132198]"
1045,1289,"[1110572, 1055155, 936508, 1064213, 999631]"
1046,1290,"[853235, 1059527, 905537, 992985, 881154]"
1047,1291,"[1068258, 13007435, 5591154, 1054814, 13007356]"
1048,1292,"[923670, 1042544, 912914, 1112333, 1048260]"
1049,1293,"[969419, 988572, 1126922, 1135468, 852998]"
1050,1294,"[833458, 10285286, 832768, 909800, 1092730]"
1051,1295,"[5569135, 1009821, 881154, 6979415, 1110042]"
1052,1296,"[914754, 7467039, 1058021, 868588, 935578]"
1053,1297,"[970160, 870515, 867138, 932179, 825494]"
1054,1298,"[15717057, 931255, 969703, 9527417, 838347]"
1055,1299,"[1016129, 1043663, 1008212, 921863, 6464165]"
1056,1300,"[1118627, 9245108, 853448, 7431408, 918684]"
1057,1302,"[1076875, 9527327, 1047076, 978354, 12183644]"
1058,1303,"[1005172, 8090539, 962199, 959272, 1131892]"
1059,1304,"[871611, 1129609, 823576, 5565840, 1038745]"
1060,1305,"[1076875, 1069538, 837644, 5565392, 869322]"
1061,1306,"[1085333, 864805, 1039627, 821970, 1036699]"
1062,1307,"[13654702, 1006483, 1126786, 1005898, 1057102]"
1063,1312,"[1039781, 865907, 978343, 1045586, 1132198]"
1064,1313,"[822407, 1073506, 864312, 900358, 15831209]"
1065,1314,"[1102416, 1050741, 1138423, 963365, 10456164]"
1066,1316,"[982790, 1137680, 1137010, 1065122, 864335]"
1067,1317,"[923314, 1036139, 5568489, 1016298, 1075786]"
1068,1318,"[941368, 1113164, 1092906, 849466, 983278]"
1069,1319,"[1112205, 867469, 1009631, 822646, 1095944]"
1070,1320,"[12731432, 896613, 844179, 896085, 827671]"
1071,1321,"[981591, 1107661, 869622, 9803545, 850529]"
1072,1324,"[902659, 13910974, 865026, 1031316, 1090286]"
1073,1325,"[1057365, 890423, 1138423, 9419977, 996425]"
1074,1326,"[1031864, 822073, 1051626, 873964, 1139651]"
1075,1328,"[875089, 1131629, 926523, 1069003, 1030362]"
1076,1329,"[1096548, 1060005, 9526628, 1088740, 954642]"
1077,1330,"[985265, 998270, 9526786, 7160185, 10457110]"
1078,1331,"[963686, 1102416, 1028891, 906581, 1031316]"
1079,1332,"[1112205, 954110, 912287, 927498, 1129609]"
1080,1333,"[888586, 1069003, 9338009, 900842, 13008065]"
1081,1334,"[1110042, 12330607, 879755, 1037894, 896974]"
1082,1335,"[1027372, 1010681, 836286, 10355891, 5568758]"
1083,1336,"[938139, 982833, 878676, 9420102, 1097635]"
1084,1337,"[923670, 12171407, 1086795, 892500, 1076954]"
1085,1338,"[996425, 989985, 1092026, 1138353, 1095329]"
1086,1340,"[990251, 821083, 1087755, 838867, 1112387]"
1087,1341,"[995242, 934427, 906838, 1048352, 1009368]"
1089,1345,"[982955, 9803819, 1006555, 1061747, 1110695]"
1090,1346,"[5568758, 1083207, 6979516, 996795, 908312]"
1091,1347,"[1107553, 984680, 853927, 820612, 1089766]"
1092,1350,"[849843, 1064443, 1061220, 923208, 987571]"
1093,1351,"[1043751, 819978, 866755, 1057749, 1001475]"
1094,1352,"[1028473, 897953, 1116050, 1045826, 840227]"
1095,1353,"[1057260, 948232, 954642, 900586, 825176]"
1096,1354,"[927030, 1081533, 1126045, 7025044, 867016]"
1097,1356,"[1022859, 1102829, 1134398, 1038497, 832001]"
1098,1357,"[866548, 7167865, 9420350, 983897, 976922]"
1099,1358,"[1089766, 1050741, 953609, 998373, 1083446]"
1102,1362,"[7169088, 1121393, 7168026, 890604, 921406]"
1103,1364,"[1119667, 907957, 1101378, 8090570, 5572898]"
1104,1366,"[1082172, 9934800, 5566800, 7409970, 6463710]"
1105,1367,"[1116635, 1076467, 938596, 970866, 1015781]"
1106,1368,"[6464074, 1078652, 993639, 1023226, 15452641]"
1107,1369,"[924014, 1011926, 1027691, 1102381, 857538]"
1108,1370,"[1068957, 1061394, 869868, 5563693, 1128464]"
1109,1372,"[1028715, 858302, 972191, 911311, 1125391]"
1110,1373,"[6034857, 1022254, 957951, 7462562, 1098844]"
1111,1374,"[959900, 1093603, 943837, 1009449, 1041259]"
1112,1375,"[948495, 1125497, 1031253, 921406, 954642]"
1113,1376,"[1034176, 9836752, 1133893, 824073, 9831557]"
1114,1378,"[6552318, 9653535, 925579, 7409918, 10457177]"
1115,1379,"[839094, 862732, 8203451, 1010190, 840227]"
1116,1382,"[5570383, 6533681, 901460, 7024830, 1115553]"
1117,1383,"[13190349, 15926507, 878715, 1071759, 1108094]"
1118,1384,"[1062782, 1031083, 1101174, 1138487, 1139525]"
1119,1385,"[5568197, 890909, 1112754, 953677, 1000806]"
1121,1387,"[9270367, 854133, 960791, 9297062, 1000236]"
1122,1388,"[5570383, 1076875, 1010190, 981591, 873577]"
1123,1389,"[960976, 935126, 1110797, 1076954, 978343]"
1124,1390,"[819112, 882308, 833598, 1017472, 13008334]"
1125,1391,"[7410320, 965772, 5580166, 1038745, 895295]"
1126,1392,"[1018397, 981374, 9677202, 917381, 1131133]"
1127,1393,"[12757544, 1010259, 956672, 895268, 843171]"
1128,1394,"[1047486, 1125601, 1101437, 873887, 919215]"
1129,1395,"[6533608, 13672065, 1023226, 831407, 1139782]"
1130,1397,"[924427, 865569, 918046, 1092937, 825670]"
1131,1398,"[1011300, 1138189, 1050741, 916993, 882489]"
1132,1399,"[855718, 1093571, 1004001, 1133191, 907392]"
1133,1401,"[1043663, 997907, 871611, 1105917, 7410168]"
1134,1402,"[1057260, 998373, 968936, 969419, 1041259]"
1136,1404,"[7160231, 10455568, 878764, 1089108, 1066893]"
1137,1405,"[871563, 6533581, 1025326, 1069506, 9934800]"
1138,1406,"[939891, 1015508, 1019637, 1065979, 1115069]"
1139,1407,"[1112825, 915459, 1034868, 6464166, 1127701]"
1140,1408,"[15452705, 882434, 1113164, 821787, 865511]"
1141,1409,"[1116050, 998558, 820701, 889649, 942565]"
1142,1410,"[6463520, 5566800, 883940, 1017195, 9526786]"
1143,1412,"[885290, 9677202, 1097239, 1032512, 8090539]"
1144,1413,"[916122, 1044078, 844179, 854852, 1126899]"
1145,1414,"[1126899, 995242, 1033707, 1070820, 953675]"
1146,1415,"[906309, 1075470, 995242, 8090537, 908531]"
1147,1417,"[835243, 873964, 1073150, 1048260, 992622]"
1148,1418,"[956672, 1041487, 958208, 1023226, 992150]"
1149,1419,"[1019637, 920844, 1048727, 10204440, 873902]"
1150,1420,"[5581401, 859426, 1072086, 985911, 6979753]"
1151,1421,"[15926886, 942045, 1083787, 1106064, 877337]"
1152,1423,"[927080, 13008334, 878445, 1035144, 12731517]"
1153,1424,"[1082212, 1131892, 12731306, 1023226, 871754]"
1154,1425,"[845193, 1005173, 1101174, 1000707, 5568964]"
1155,1426,"[1115387, 1013868, 1127600, 1010190, 999971]"
1156,1427,"[1075032, 1005849, 996009, 9524291, 945909]"
1157,1428,"[1006250, 1133893, 7410347, 1005107, 919126]"
1158,1429,"[9420312, 1031492, 926909, 1079528, 948670]"
1159,1430,"[906844, 9677202, 900311, 9858847, 904521]"
1160,1431,"[1110572, 1013982, 934399, 948298, 1076875]"
1161,1433,"[1133018, 1121393, 873627, 844165, 995242]"
1162,1434,"[6979128, 908283, 8205577, 1121213, 6979005]"
1163,1437,"[819304, 1132198, 945652, 1029112, 1093603]"
1166,1440,"[7443013, 10198378, 1085154, 901460, 879504]"
1167,1443,"[906844, 1057168, 926823, 1054402, 7166791]"
1168,1445,"[6979415, 1043726, 1005456, 1009361, 921438]"
1169,1446,"[6979427, 983936, 9296804, 863859, 12524174]"
1170,1447,"[1093329, 847260, 6391137, 879755, 1088910]"
1172,1450,"[1019142, 1027102, 996795, 6396492, 1093329]"
1173,1451,"[1041688, 1118036, 9934800, 936117, 853622]"
1174,1452,"[837495, 10457128, 8068685, 1095669, 1088448]"
1175,1453,"[1138189, 1092588, 1011298, 827631, 931297]"
1176,1454,"[1135096, 9837092, 6514160, 1045228, 1049695]"
1177,1457,"[822115, 5590158, 1071757, 1127838, 910673]"
1178,1458,"[821787, 8019748, 7409918, 1050038, 1071446]"
1179,1459,"[857130, 822073, 948832, 12781666, 974265]"
1180,1460,"[936830, 826239, 1011502, 1139638, 1136341]"
1181,1461,"[973181, 1080155, 1133654, 840386, 12132648]"
1182,1462,"[885290, 1060543, 9526906, 1065061, 997423]"
1183,1463,"[9707137, 926210, 8090560, 1104349, 873964]"
1184,1465,"[948811, 1030362, 1089108, 5591609, 909138]"
1186,1467,"[1085604, 1037894, 859237, 1110572, 999971]"
1187,1470,"[1063739, 9297062, 1082990, 911974, 910964]"
1188,1471,"[1085604, 879755, 1126899, 960060, 852856]"
1189,1473,"[862876, 938118, 988914, 10344718, 1061614]"
1190,1474,"[948119, 1110126, 1049131, 13841744, 1048208]"
1191,1475,"[1057260, 1027835, 841478, 843464, 1048727]"
1192,1476,"[907099, 6772782, 918907, 823099, 1006111]"
1193,1477,"[961979, 986912, 1001475, 9570062, 8090440]"
1194,1479,"[7154535, 977374, 932462, 6979415, 9526572]"
1195,1481,"[1017195, 1124475, 1008673, 15452705, 954994]"
1196,1483,"[864335, 1058021, 1133893, 868588, 6979578]"
1197,1484,"[968936, 1006250, 1049906, 1020156, 13039088]"
1198,1485,"[13842214, 13842090, 1075368, 1052294, 1119993]"
1199,1486,"[1126899, 878715, 1076842, 893018, 860248]"
1200,1487,"[1083813, 846830, 856382, 1051283, 855138]"
1201,1488,"[1110572, 1059153, 979674, 1017201, 9881593]"
1202,1489,"[971949, 9553382, 923967, 1121384, 850645]"
1203,1490,"[9297574, 9297062, 1050038, 878222, 6979427]"
1204,1491,"[928749, 981677, 839818, 825170, 891632]"
1205,1492,"[6904786, 1038745, 977481, 984411, 13512060]"
1206,1493,"[1085778, 1000236, 1067928, 837366, 898601]"
1207,1494,"[998558, 1094619, 1096797, 838797, 987571]"
1208,1495,"[1038745, 12731544, 831407, 927291, 12731621]"
1210,1498,"[13381458, 862725, 1083070, 969494, 9526906]"
1211,1499,"[14106445, 947201, 859987, 8090539, 7024830]"
1212,1500,"[906581, 1059153, 1091090, 1046549, 1117556]"
1213,1501,"[1116741, 8019186, 822966, 939831, 1006342]"
1214,1502,"[7441668, 1089007, 907647, 940806, 6904613]"
1215,1503,"[845208, 1116050, 923746, 1128812, 866211]"
1216,1505,"[868764, 918046, 997025, 1043920, 1134379]"
1217,1506,"[959985, 14077333, 1092149, 900418, 869047]"
1218,1507,"[936355, 825218, 13841744, 1018050, 5563693]"
1219,1508,"[871722, 1048750, 831296, 891632, 904521]"
1220,1509,"[920091, 1016800, 851343, 5588817, 1139569]"
1221,1510,"[968936, 919153, 1036699, 865026, 1003159]"
1222,1511,"[7151824, 7146026, 845193, 840227, 9881592]"
1223,1512,"[839094, 1073506, 1039589, 1139142, 1080841]"
1224,1513,"[1122547, 1118946, 892500, 1112825, 825118]"
1225,1514,"[972357, 994614, 7168383, 9524511, 965050]"
1226,1515,"[1009361, 1048208, 13213475, 920654, 843659]"
1227,1517,"[842416, 911622, 836286, 9676851, 1135822]"
1228,1518,"[907957, 853124, 5578437, 7410335, 1075786]"
1229,1519,"[15717057, 1133210, 1067443, 875392, 1096066]"
1230,1520,"[5577022, 12984227, 968936, 887234, 7441303]"
1232,1525,"[827683, 839208, 834103, 1038462, 1013407]"
1233,1526,"[7166723, 900586, 5591538, 864335, 1109778]"
1234,1527,"[826239, 1123496, 862335, 1138243, 827024]"
1235,1528,"[1075368, 1006922, 13842088, 9837807, 9837153]"
1236,1529,"[993466, 9546982, 1012913, 901762, 850652]"
1237,1530,"[936830, 1049372, 1135096, 1055504, 1001412]"
1238,1531,"[977481, 892573, 960791, 858711, 928092]"
1239,1532,"[1113164, 911609, 929373, 969494, 1057749]"
1240,1533,"[971474, 962229, 859676, 868423, 1133018]"
1241,1534,"[982799, 15926507, 881154, 1065303, 971983]"
1242,1535,"[822346, 9884484, 1051810, 1134292, 8203851]"
1243,1536,"[865511, 901776, 899201, 897088, 1137010]"
1244,1537,"[888054, 10457128, 6464208, 970725, 1054216]"
1245,1539,"[1075368, 844165, 824193, 844179, 862349]"
1246,1540,"[10204440, 8015407, 877175, 1096622, 1106073]"
1247,1541,"[931579, 945821, 1012801, 936914, 1068865]"
1248,1542,"[821083, 942166, 827671, 12695224, 1013615]"
1249,1543,"[1037340, 1008012, 1031740, 1072693, 1005173]"
1250,1544,"[835595, 1080841, 1069506, 1110126, 860703]"
1251,1545,"[1015694, 909338, 1101502, 901067, 891028]"
1252,1546,"[1070129, 1079023, 946489, 1059902, 1013999]"
1253,1547,"[893501, 9934800, 851508, 1078666, 9676852]"
1254,1548,"[1134483, 875392, 9655212, 879734, 890423]"
1255,1549,"[8203851, 902202, 1038745, 977481, 6704207]"
1256,1550,"[9707137, 7410215, 827683, 928257, 1139303]"
1257,1552,"[997309, 955587, 1012052, 7166865, 7433888]"
1258,1555,"[1119946, 1104483, 984575, 9526448, 827683]"
1259,1556,"[873887, 1072483, 13842088, 852235, 903513]"
1260,1557,"[888586, 987838, 1095944, 1102829, 970160]"
1261,1558,"[839438, 1030093, 5581335, 891520, 937060]"
1262,1559,"[1026945, 828278, 5568758, 1088544, 906844]"
1263,1560,"[1089066, 1121384, 1114006, 1021519, 1130375]"
1264,1563,"[1031253, 1015781, 12330794, 1012627, 1075796]"
1265,1564,"[852235, 5592734, 1038462, 834303, 1075793]"
1266,1565,"[6034857, 844165, 908531, 1075368, 1058997]"
1267,1566,"[943940, 1025326, 1118623, 833169, 1039876]"
1268,1567,"[937626, 1084036, 8015407, 6979393, 12731621]"
1269,1568,"[882489, 925437, 1125391, 1066251, 1085369]"
1271,1570,"[5569309, 9803433, 1112825, 1085154, 1028891]"
1272,1572,"[919596, 915459, 881260, 1088683, 845894]"
1273,1574,"[1066893, 1101449, 910439, 10198378, 12731543]"
1274,1575,"[928092, 993339, 10457590, 852360, 939527]"
1275,1576,"[911812, 943088, 857902, 1076056, 6904775]"
1276,1577,"[6533608, 5570048, 1006483, 12171407, 1038443]"
1277,1578,"[1076875, 945090, 931255, 952781, 1086119]"
1278,1579,"[5580166, 982493, 7467026, 871208, 927860]"
1279,1580,"[1061220, 9707137, 851508, 5568964, 1134143]"
1280,1581,"[1125391, 1129610, 1008212, 7410215, 1110111]"
1282,1584,"[902856, 10456575, 1028891, 827806, 1059347]"
1283,1585,"[13842090, 10182862, 936396, 1116253, 1090706]"
1284,1586,"[948495, 1072438, 1137100, 1084036, 7147145]"
1285,1587,"[1085604, 991575, 1088191, 849870, 858711]"
1286,1588,"[9547021, 1062117, 9526906, 1042571, 1005456]"
1287,1590,"[910207, 944836, 825118, 1028891, 6533608]"
1288,1591,"[889533, 1093603, 1055015, 1078666, 939605]"
1289,1592,"[1110764, 9884698, 1018083, 1128938, 6979526]"
1290,1593,"[5592232, 9655679, 889774, 1076842, 13381928]"
1291,1594,"[1131526, 901976, 5590695, 1067695, 1058021]"
1292,1595,"[1110042, 1112824, 1006555, 904813, 833648]"
1293,1596,"[1046816, 1042571, 1058404, 829621, 862725]"
1294,1598,"[1120362, 1112333, 1072917, 920191, 830304]"
1295,1599,"[1038745, 1038462, 842423, 935210, 901976]"
1296,1602,"[1015781, 995895, 878026, 9836434, 857538]"
1297,1604,"[832678, 15926927, 968164, 1051211, 961851]"
1298,1605,"[963835, 819304, 998206, 7443348, 951590]"
1299,1607,"[842783, 13776705, 1036501, 862732, 8203451]"
1301,1609,"[955075, 6632283, 1110483, 892728, 959179]"
1302,1611,"[1037840, 906838, 910473, 884333, 1113768]"
1303,1612,"[995198, 1039672, 12171414, 7025114, 9653714]"
1304,1613,"[890283, 872508, 1138772, 823576, 912137]"
1305,1614,"[1009449, 9420312, 1013770, 835243, 1076056]"
1308,1618,"[955921, 1018050, 12171414, 887393, 989703]"
1309,1619,"[5563693, 932179, 841309, 1018050, 1006586]"
1310,1620,"[969419, 8205218, 941883, 5587656, 953539]"
1311,1621,"[845914, 9297062, 7433888, 7166861, 7147145]"
1312,1622,"[1006342, 1091901, 928123, 1031864, 1124029]"
1313,1623,"[1101858, 1075765, 948832, 6396492, 1084036]"
1314,1624,"[997309, 1051884, 954525, 819840, 1052975]"
1315,1625,"[873203, 969866, 1138189, 13945244, 859075]"
1316,1627,"[880427, 861184, 1011926, 5580166, 1038745]"
1317,1629,"[881154, 1072693, 1131384, 916122, 1044078]"
1318,1630,"[1098284, 1107760, 865026, 851101, 8090653]"
1319,1631,"[1097661, 1089766, 992622, 1100658, 9245417]"
1320,1632,"[916993, 942166, 956672, 9858794, 1014054]"
1321,1633,"[1093413, 13008334, 906646, 1028891, 1090676]"
1322,1634,"[6423751, 842392, 838136, 823176, 947201]"
1323,1635,"[1085604, 1081177, 1009449, 1126899, 995242]"
1325,1637,"[1014948, 827999, 911409, 1053282, 986912]"
1326,1638,"[854754, 1037332, 920844, 869344, 10457044]"
1327,1639,"[827683, 7409845, 1030093, 985234, 956125]"
1328,1640,"[9527327, 1110559, 1075368, 1037840, 12525270]"
1330,1642,"[970160, 848154, 973916, 1025650, 995852]"
1331,1643,"[6979753, 905809, 1035600, 6464208, 964133]"
1332,1644,"[1138189, 923746, 1126899, 943088, 7166861]"
1333,1647,"[981760, 1092885, 1081177, 951590, 845208]"
1334,1648,"[985699, 1061220, 972191, 841266, 5591609]"
1335,1649,"[929726, 869728, 6391381, 849003, 1094924]"
1336,1650,"[854754, 991575, 6703789, 13039088, 1116050]"
1337,1651,"[954642, 7431408, 6553571, 1135822, 1114483]"
1338,1653,"[870843, 1010190, 12731543, 902377, 9396821]"
1339,1654,"[9553347, 7441303, 7442007, 856345, 13190349]"
1340,1656,"[986912, 6533362, 1133018, 1076056, 981760]"
1341,1657,"[1013291, 1075470, 839208, 873627, 1116635]"
1342,1658,"[841236, 1004270, 906658, 885290, 978382]"
1343,1659,"[897671, 6391173, 843929, 7409970, 983795]"
1344,1660,"[5570408, 1010051, 6979248, 882308, 1075765]"
1345,1661,"[903800, 1131133, 962615, 1084008, 1054539]"
1346,1662,"[880427, 826239, 837969, 13213470, 1044472]"
1347,1663,"[983584, 855448, 1076875, 825176, 866540]"
1348,1664,"[1048208, 868764, 935993, 13213552, 867309]"
1349,1665,"[1013999, 1009821, 1134143, 937406, 1083787]"
1350,1666,"[889649, 994685, 1058021, 1121656, 1076516]"
1351,1667,"[9835619, 12731432, 833458, 1054402, 1089066]"
1352,1668,"[946788, 1062854, 906658, 8019273, 894439]"
1353,1671,"[992010, 983278, 858439, 9483753, 981591]"
1354,1672,"[1086483, 1096066, 1035207, 985605, 6544219]"
1355,1673,"[1036501, 845196, 1016377, 972665, 6039859]"
1356,1676,"[1053403, 888586, 1011926, 1026258, 873887]"
1357,1677,"[862318, 1135971, 888054, 901460, 1082454]"
1358,1678,"[983106, 842423, 873324, 1059153, 1089568]"
1359,1679,"[995242, 1138189, 832678, 1073506, 1133018]"
1360,1680,"[1006649, 869728, 10355937, 13672065, 962588]"
1361,1681,"[901776, 982755, 1054567, 1024329, 9419443]"
1362,1683,"[5574377, 1110111, 877662, 954110, 9803819]"
1363,1684,"[9881593, 8019902, 1118235, 839094, 917772]"
1364,1685,"[8181555, 1016274, 1049735, 980263, 888054]"
1365,1686,"[8359154, 909472, 1017325, 953539, 887962]"
1366,1687,"[985386, 1009567, 1010079, 1138243, 823099]"
1368,1689,"[858514, 835300, 9881948, 900598, 838010]"
1369,1690,"[908145, 833458, 6534077, 834103, 7025046]"
1370,1691,"[1067695, 5574377, 10198378, 922753, 932949]"
1371,1692,"[1052155, 9527417, 8359154, 1093603, 1088683]"
1372,1693,"[5592610, 6391381, 838712, 1083043, 1019028]"
1373,1694,"[1063578, 831296, 977499, 1138292, 856252]"
1374,1695,"[7442007, 12692328, 6513810, 825208, 9652066]"
1375,1697,"[993838, 965292, 1085295, 887234, 15972298]"
1376,1698,"[902377, 932854, 8069336, 1104649, 12731470]"
1377,1699,"[830203, 1070076, 1106073, 906017, 1048445]"
1378,1700,"[1052975, 15452729, 8249371, 886996, 882288]"
1380,1702,"[1039126, 933527, 1104056, 10198378, 1016800]"
1381,1703,"[1135868, 1057260, 1098435, 909800, 1067695]"
1382,1704,"[873324, 890610, 1070820, 1082310, 830887]"
1383,1705,"[13842214, 13842090, 1130468, 866528, 843744]"
1384,1706,"[947798, 1027569, 1101010, 1102456, 1110764]"
1385,1707,"[861445, 1085604, 1016298, 861973, 12263626]"
1386,1708,"[1017325, 8249365, 1116596, 9526906, 839208]"
1387,1710,"[822646, 1053988, 870871, 1023196, 989157]"
1389,1712,"[827671, 1057260, 819304, 840227, 1077540]"
1390,1713,"[893362, 13841744, 1060312, 903602, 851188]"
1392,1715,"[1077439, 993339, 1128938, 1010051, 916575]"
1393,1716,"[1085604, 991019, 972235, 8118969, 890694]"
1394,1717,"[858439, 852360, 1055425, 882489, 899682]"
1395,1718,"[12171414, 1134473, 849100, 932242, 1139782]"
1396,1719,"[1011298, 1076608, 1015781, 8149620, 1027216]"
1397,1720,"[1039781, 904813, 1122547, 856215, 878715]"
1398,1721,"[13841744, 910673, 5582712, 12782181, 1104649]"
1399,1722,"[897953, 9527174, 828114, 1123536, 1102090]"
1400,1723,"[870559, 876626, 6979393, 13003101, 5580166]"
1401,1724,"[1095710, 883670, 970698, 10345155, 1011427]"
1402,1726,"[1044487, 6391381, 9934800, 963835, 1071446]"
1403,1728,"[5572220, 882308, 1034838, 873887, 863762]"
1404,1729,"[888586, 1000462, 962266, 6391173, 8015407]"
1405,1730,"[1092588, 1031864, 1092937, 844179, 1138292]"
1406,1731,"[1082310, 1017472, 888054, 822115, 987410]"
1407,1732,"[960791, 857597, 1065122, 1027849, 7410201]"
1408,1733,"[894439, 13842088, 6904613, 885290, 1095068]"
1409,1735,"[1082990, 909338, 912147, 965041, 1059075]"
1410,1737,"[856335, 901062, 923746, 961554, 916122]"
1411,1738,"[1118033, 922847, 1131974, 1080155, 1114006]"
1412,1739,"[989150, 8205218, 961851, 834103, 998621]"
1413,1740,"[1075368, 936470, 1029112, 854754, 880888]"
1414,1742,"[864335, 7443013, 1114653, 9420312, 908843]"
1415,1743,"[927851, 1095227, 845082, 7467081, 7467026]"
1416,1744,"[900391, 916758, 895268, 998373, 1047769]"
1417,1745,"[988697, 936914, 13909964, 7166861, 978974]"
1418,1746,"[1072693, 925437, 820895, 1043663, 908649]"
1419,1747,"[1011502, 977559, 1083787, 909349, 883819]"
1420,1748,"[947798, 936117, 13512017, 1100273, 912860]"
1421,1749,"[934399, 886536, 878715, 1131488, 955587]"
1423,1751,"[1082990, 882308, 1120307, 908089, 906830]"
1424,1752,"[1119089, 851508, 5592261, 1075282, 1108131]"
1425,1753,"[879755, 905120, 1043895, 1089066, 901543]"
1426,1754,"[837107, 992529, 12301338, 1101932, 12349850]"
1427,1755,"[1093413, 1057749, 10341855, 1002418, 1067425]"
1428,1758,"[1115553, 1076954, 896085, 953539, 877447]"
1429,1759,"[888111, 908089, 10200563, 1065331, 999621]"
1430,1760,"[983584, 906838, 948670, 927695, 851676]"
1431,1761,"[12263364, 1072693, 1139702, 6978886, 1076516]"
1432,1762,"[1002261, 6513810, 1016800, 1125904, 851515]"
1433,1763,"[857902, 5569172, 1041259, 834396, 1075368]"
1434,1764,"[1054539, 1075796, 1010870, 5565925, 1027102]"
1435,1765,"[7169088, 1137221, 971949, 908145, 1084036]"
1436,1766,"[934676, 1026118, 975649, 1044078, 929309]"
1437,1767,"[890283, 1065122, 983278, 1116635, 845109]"
1438,1768,"[6391134, 1120532, 848154, 9707137, 838010]"
1439,1769,"[5563693, 920191, 1109778, 906646, 999625]"
1440,1770,"[960791, 854754, 1082990, 839094, 1084949]"
1442,1773,"[887219, 9527323, 1001412, 1054483, 8019233]"
1443,1774,"[869388, 907647, 9297062, 1082990, 937626]"
1444,1775,"[1037332, 853756, 12188195, 7410343, 9655078]"
1445,1776,"[838010, 825494, 848154, 929726, 926065]"
1446,1777,"[1111129, 975588, 965530, 864893, 1003616]"
1447,1778,"[1007414, 9859133, 842522, 837644, 955921]"
1448,1779,"[951094, 1125391, 1065556, 963365, 867016]"
1449,1781,"[13416117, 980353, 1095227, 1031316, 931996]"
1450,1782,"[1021519, 901460, 1137540, 861256, 1076738]"
1451,1783,"[892728, 1095751, 1124971, 1016274, 999599]"
1452,1784,"[1014054, 5592232, 7431408, 1019247, 994894]"
1453,1785,"[5591609, 878739, 938512, 826144, 12330856]"
1454,1786,"[1006649, 10285144, 825994, 981760, 951590]"
1455,1788,"[823775, 934399, 861792, 6391381, 957080]"
1456,1789,"[982833, 1135868, 996156, 1126899, 1099905]"
1457,1790,"[997309, 828278, 1131634, 13213567, 1038174]"
1458,1791,"[1088683, 845894, 1114597, 915064, 883940]"
1459,1792,"[1075368, 880888, 906917, 1089766, 1023160]"
1461,1794,"[1102416, 10344585, 1057749, 1021225, 1139142]"
